formula,energy
AlSc3,-0.2438990199999997
Mg2Ti6,0.15211715749999932
Mo3Zn,0.17958360375000024
Na3Tl,-0.0795491075000001
NaNb3,0.7453399737500002
ErMgZn2,-0.3249992662500003
Au2CdTb,-0.672145779583333
Ce12Rh8Si8,-0.8546930307142853
NaRu3,0.8144360800000001
Al6Hf10N2,-0.7170278863755549
Ag2Pr,-0.2715066866666671
Cu2Ge4Pr2,-0.586602085
CdMg3,-0.04974128624999996
Mg3Sn,-0.1299977112499997
Mg3Ni3,-0.13610718166666658
Mg2Zn4,-0.1167173666666666
Ag2Hf2Rb2Te6,-0.7667105092241382
Ag2La6,0.002979388749999145
SiSn3,0.31559166125000004
CuMg3,-0.007810947499999887
Mg3Mn,0.17973697499999994
As3Si,0.5005775487499999
Ag6K2Se4,-0.42315434086458303
Cd3Mg3,-0.0883743491666668
GaO3Sm,-2.9280689212499995
CrMg3,0.26113547250000035
GaMg3,-0.06130674249999979
Ba2Ho4O10Pd2,-3.08316566125
Mg3Mn,0.18136668
H2Na4O18P6,-2.5229652447532382
As2Ba3O8,-2.705206182307692
GaMg3,-0.07959871499999993
O3PbSi,-2.18709288675
Mg2Zn2,-0.07812595499999997
C3Fe17Pr2,-0.01798156164772732
GeRu2Zr,-0.5953716787500003
O3SiSm,-2.8540580632499997
Ge2Pr2Ru2,-0.6546062666666662
AsO3Sr,-2.2911309437500007
CrSm3,0.35121968562499983
Re3Sm,0.461804743750001
AgSm3,0.019181598124999862
Au2O5Sm2,-1.7509770201388888
SeSi3,0.5976580428515623
Sm3Zn,-0.02608749812500033
H24B24Na4,-0.3983522126323076
CaO3Sr,-2.19605835025
AuEr2Zn,-0.6114015512499997
ErRu3,0.1346516849999997
GaNdO3,-1.6351951862500005
Dy3Sm,0.020862811875000283
HfSm3,0.1719849543749996
As16Si8,-0.0760712137499997
AlHfIr2,-0.9095009562499988
Pb2Tl6,0.012067176249999978
Dy3Ga,-0.2410942699999996
Cu2O8Se2,-1.0018347322656254
Sc2Sm6,0.03911640562500018
Rh3Si,-0.3504981149999997
HfSm3,0.1719756868750002
B8Rh8Sm2,-0.5626302387962959
Ag6Cu2,0.08560406625000018
Be3Fe,-0.20107386125000026
Na6Rh2,0.36109002499999976
CuEr2Zn,-0.2996801637500002
RuSi3,0.14648666874999886
DySm3,0.016614640624999844
MgSm3,0.01014474812499966
AgSi3,0.5329174949999995
AsEr3,-0.3815737800000001
H8F2K2O4,-1.7771885095212503
Na3Tl,-0.07786865500000006
Be2O5Tb2,-3.3044284069907417
PdSm3,-0.15458131937500053
Er3Sm,0.02575318562499973
Cr3Se,0.3514972653515622
BrLi6PS5,-1.3299037655734895
Ba4O14U4,-3.68784209534091
SnTe3,0.16159261375000036
SmTm3,0.027800969374999877
PdSm3,-0.14788509437500075
Bi6Sm2,-0.3816483606250003
Fe2P2Sm2,-0.9560340082142864
AlFe,0.4766339999999989
BrNa3O,-1.5336462912500004
ILi6PS5,-1.3095725548042592
Be2Ti6,0.0033449599999997304
Ge3Sn,0.2936709225000005
Rh3Sn,-0.2612208562500005
Al8Sm8,-0.4004274618750001
H12Al4O12,-2.112208778515714
Hf3Te12Tl12,-0.483781437592593
Er2Sm6,0.02364371937500032
Ge6Sm2,-0.389283523125
TbZr,0.11847917833333275
AlFe2,-0.1319079366666666
ClFe,0.0925610583699994
AlFe,-0.3304594550000006
Ag3Hg,0.027281532500000427
NiTh3,0.1825113775
Cd6Sm2,-0.30519440062500003
HoSm3,0.014973534374999709
C4O12Rb2Sm2,-2.567592025784483
Mg5Tm,0.02566287333333328
Al6Tm2,-0.4005495374999999
Sm2Tm6,0.009565555624999613
MgYb3,0.011491380000000051
CsMgO3,-1.3428299559913797
Co8Sn24,-0.05238088781250028
CN3Ta2,0.11433574235166688
Sm3Th,0.05822144812499985
MgSm5,0.009808164583333223
Er6Sm2,0.010172479374999988
Be2Li2P2,-0.5819673390476195
H2Ca10O26P6,-3.2460527278999365
Ag2Se4Tb2,-1.1723276838802086
Al2Sm6,-0.18481766062499985
MgPt2Tm,-1.0669457749999998
RuTa3,-0.2159201387500005
CaCl6Cs2Sn,-2.1996025024473798
HfSe4Te,-0.6649281415625001
AsS3Tl3,-0.5935452174553569
Dy3Sr,0.21241734
Ag4Ge2S6,-0.5547303378645836
Mn6Sm2,0.3455114318750008
Sm3Tm,0.01699060062500024
GeO3Sm,-2.475092188250001
Co2Sc4Si4,-0.8395744799999996
Mg5Tm,0.01677283499999997
Cl2Sn2,-0.80072978913
Sm3Tm,0.019510748124999644
CaCl6Cs2Na,-2.164785980447379
GeSn,0.4890617150000001
F6RhSr,-2.7666199483925005
Dy2Sm6,0.02549848312500025
RuYb3,0.10454171125
ErRh2Zn,-0.6929446300000004
Li8O28Si16,-2.558324145096154
Pd2Ti2,-0.5443583933333338
MgYb3,0.010445220000000031
Sm3Yb,0.06941730062499962
Br6Sr2,-1.2950735099999997
Cu3NbTe4,-0.2878859237500002
Na4O12Ti5,-3.1292061456349205
Co4Sc6Si6,-0.8338685668750001
Rh2Zn6,-0.3116349975000001
ErPt2Yb,-1.20162159625
Au6Yb2,-0.6762538737500003
NbO8Rb3,-1.6696111142528736
AlAs,-0.20728407250000025
Ba2Mg2Si2,-0.38461021333333295
BaLiSi,-0.1776947533333336
B16Ni4Sm4,-0.5562813990277782
Ag8S16W4,-0.5952075719642858
Ir2Mg2O12Sm4,-2.9251999277500005
As6Tb2,-0.5053181220833327
AlNi,-0.6594247849999997
Cl2O2Sc2,-2.582090724836668
CaF6Rh,-2.7644690080800003
NiTi3,-0.08005965999999988
ErTb3,0.018609183750000646
LiYb3,0.08650462499999989
As12Cu12Sm8,-0.7775852609375002
Na8O12Zr4,-2.8897053606250007
H4Cl2O4Yb2,-1.949219536333333
Pd2Ti2,-0.5450066583333335
H8Cl2MgO12,-1.2315132091513046
ErYbZn2,-0.32800833375000016
Mg2Tm,-0.04058257333333367
Tm3Yb,0.13263490249999954
Mg5Sr,-0.03754459166666665
CeLi2P2,-1.0008388848571428
Re8Si4Y2,-0.4840940871428582
AgO3Sr,-1.407128918750001
NbTi3,0.0911555074999999
CdTl3,0.04459704749999971
AgLiO2,-1.0950547031249998
Ca8Cr16O32,-2.368902634107143
O3RbTb,-2.2785688034856317
In6Zn2,0.09321635125000016
LuTmZn2,-0.3550597124999997
AgLiO2,-1.0706418581249992
BaO3Ti,-1.6910799220833341
Ag2Li2O4,-0.8017411243749994
O14Sb2Y6,-3.4199732353409087
Br4O12Sr2,-1.1633555997222222
Cu2Li2O4,-1.4358899868749997
AsGa,0.07027748749999985
Sb6Sm10,-0.9652356046874989
HfTl3,0.2557153725000001
MgSm5,0.01868794791666654
AgCuO2,-0.735409598125
H2Ag2O4,-0.7801326290299997
As32Cd48,-0.09749854549999988
CrNa3,0.5505770387500002
Ho3Zr,0.08127328124999966
Na3Tl,-0.08313473000000005
BeLaO3,-2.9328431637500003
Co4Sm12,-0.0985526112499997
Cu2Li2O4,-1.4103142256249996
Ag2Li2O4,-1.117088914375
H2Cu2O4,-1.0354968502799995
O3SrTl,-1.6407254057499998
BiKO3,-1.4940845613500002
Ga2Tm6,-0.2319930775000003
Bi3Hg,0.14359997624999954
Al8Tm12,-0.323798223
Ag2N2O4,-0.60498874497
Br2Cu2O4,-0.2599879156249996
CuO2Pt,-0.8242083006250001
KO3Tb,-2.2900168210166667
O4S8Tb8,-3.0430748162083328
H2Cu2O4,-1.001392224029999
Ag2Li2O4,-1.1156201393749998
F6MgRh,-2.5880445533925
LuPt2Yb,-1.2140626674999997
Ag6Tb2,-0.21783699958333316
Eu4Mg2O14Si4,-3.358890582812501
Ag2Ca2O4,-1.9165825199999995
BrCuO2,-0.5619871781249994
HCuO2,-1.026252927779999
BiHg3,0.13887210375000006
AuHgLu2,-0.6706329699999998
Sn3Zn,0.1305369449999998
Tl3Zn,0.13847813749999993
Ag2Ca2O4,-1.904689565
Ag2O4Sr2,-1.841797931875
Cl2Cu2O4,-0.5129153714399997
C4Ho2K2O12,-2.593695738300001
C4Fe11V,0.24831360781250034
GaLaO3,-1.6955924127500004
Cr3Cu,0.29328165500000125
Al3Zn,0.04329847624999994
ErTa3,0.3642562512499996
Cu2F2O4,-0.8748199834224994
Cu2F2O4,-0.8574505621724997
Ag2O4Sr2,-1.836848965625
Li6Re2,0.831439514375
As2Au6,0.15400335874999982
BaO4Sr3,-2.983925451875
H4O20P4Ti4,-2.7961966513974397
GaO3Pr,-1.60447329075
Be6Ru2,-0.3216452299999997
CuHo2Pd,-0.5885296274999998
Ca6Tl2,-0.21638366187500055
Se2Zn6,0.14306213785156266
Ba6Te2,-0.543408635
BiGa3,0.09644989125000024
Al4P8Sr6,-1.0003253620634922
CuGa3,0.06554311000000013
ClLi6PS5,-1.383270985824259
AgBiS2,-0.4702272657812498
Ag4Al2,-0.07421034666666652
Cl2O2Sc2,-3.279666839836667
Ag2Pb6,0.09978372000000046
Na3PS4,-1.208686272924108
AlAs,0.13955375749999988
AgBiS2,-0.5596137757812505
Cl2O2Sb2,-1.5634669981699991
ClLi3O,-2.063810828901999
Al6Cu2,-0.08638631625000004
Al2Cu,-0.17629881999999952
Br2Cu2O4,-0.2895853531250001
AgCaO2,-1.8859027875
Al8As8,-0.334150271875
Li9Mn9O48P12,-2.525552554030184
Cu2O4V2,-1.741192876875001
Cu2Na2O4,-1.3618202993749993
Cu2O4Tl2,-0.9408606231249994
Co2Mn3O24P6Sn,-2.322290154464921
Cl2Cu2O4,-0.4975115551899996
Cr2CuLi3O6,-2.067452997291666
Cl3PdRb,-1.4253575780249654
Li12O48P12V8,-2.733125838196429
Ba2Cu2O4,-2.000909301875
Bi2Cu2O4,-1.2387321706249992
Cu2O4Tl2,-0.9546259681249998
C8Er4Fe2,-0.309801413571428
Bi2Cu2O4,-1.2692590493749991
Ag2O4Sr2,-1.833312658125
Cu2F2O4,-0.8250366971724992
Cr3Li6O24P6Ti,-2.6918507152380946
Co6F8O4,-1.8919402624733337
Cu2Mg2O4,-1.964790480625
Al3Ti,-0.37460516166666746
Si2Ti2,-0.5298379883333331
Ru3Ti,-0.2024491079166673
Li8Mn16O60P16,-2.5570277911464565
CoF3Tl,-2.235860864714
F6Fe14Li14O48P12,-2.569666407051641
Cs4F12Na4,-2.42513652545538
InTi3,-0.028908093333333437
Co3Fe3Li4O12,-1.6948169193181817
C2NiSm,-0.28950904249999976
AlCuTi2,-0.053692630833333865
CoGaTi2,-0.2645856258333339
Co15Li4O28,-1.3973107103191478
GaNiTi2,-0.2606412883333338
Pt2Ti2,-0.9280451408333334
CoGeTi2,-0.2713037920833345
SiTi3,-0.3185857825000005
Cl2Cu2O4,-0.4783234789399997
F3NiTl,-2.0722396947140007
Fe6Li18O42Si12,-2.718083410544873
C2FeTb,-0.2605335552083332
HNiO2,-0.9125189802799998
Au2Pr2,-0.7940910649999999
Cu2Fe2Li4O16P4,-2.3652888460204085
Nb2Pt2,-0.6107593025
Pd2Pr2,-0.787670275
Ga2Sm2,-0.6027225412499995
F6Li14Mn14O48P12,-2.6268154396414283
Al2Sc2,-0.3328226775000003
Au2Sm2,-0.8379403937500003
Fe3Ni,0.04126768999999975
CdTe2Tl,-0.2282544275000005
Ni2Ti2,-0.3282775708333334
NiO3Tl,-0.6393216377500004
C2CoSm,-0.28662725249999976
C2FeSm,-0.21120315499999973
FeNb3,0.037202255000000406
Mn2Sn2,0.14926442750000035
CsF3Na,-2.4153847359553797
Ge2Tm2,-0.8389487575000008
Fe16Li16O64Si16,-2.577530702678572
Co3Mn,0.05773348500000086
Fe3Nb,0.033303432499998564
Cr3Nb,0.3511407174999999
Nd2Ni2,-0.3164551112500007
GaTi3,-0.18811610000000026
CoFeGaTi,-0.469805626666667
AlTi3,-0.15684090999999967
SnTi3,-0.1914667462499997
NbNi3,-0.1231125249999998
CrNb3,0.3967399900000004
Nb3Ni,0.04016554999999933
Fe3Nb,-0.042880080000001534
GeTi3,-0.2697449437500001
Pd2Tb2,-0.9169457641666671
Al3Sc,-0.3607219724999995
Au2Tb2,-0.8836854816666664
CrNb3,0.10848455
Al2P2,-0.6060434885714283
Er16Se24,-1.8058567801562504
Ni2Si2,-0.4524887850000008
Pr2Rh2,-0.6492328700000005
NbNi3,-0.12802586250000034
BiTe3,0.05538437625000015
As2Ga2,-0.3340019124999998
GaMn3,0.03523221750000083
Ni2Tb2,-0.4369425541666665
Ni2Sm2,-0.3665566312499999
C2CoPu,-0.11488912859374878
As4N36,0.303791991608
Fe3Mn,0.06064818000000116
Nb3Ni,0.11001094499999907
Mn2Se2,-0.3602637067968741
Nb3Ni,0.1091469699999994
Al2As2,-0.47766398
Mg4Pt2,-0.6957208916666661
Te2Zn2,-0.4618025100000001
FeNb3,0.2377118325000005
CrNb3,0.28875004250000025
Cr3Nb,0.5057737150000001
FeNb3,0.3374333175000004
F14V4,-3.1098124664811118
In4S4,-0.8274336324479172
Nd2Rh2,-0.6828256012500002
Cr3Nb,0.09248706500000026
Ge24Ru16,-0.35209784925000065
Br4Ca2,-2.052342049166666
Cl8Zn4,-1.5375359605066663
Ga12Y20,-0.5214329003125
BiSm,-0.91864535875
Cl8Eu4,-2.751352337173333
Hf24P12,-1.0070170351587298
Br20P4,-0.3414294374404759
Al3Dy,-0.28009266749999995
FeMn3,0.026374007499999408
Ga2P2,-0.39623920857142814
F2Xe,-0.7930456807933335
AgZr3,0.022912204999999908
F10P2,-2.9417771163488093
Bi13O20,-1.6084464663636362
O8P2Tl6,-1.9093081246428567
Bi8O12,-1.2962317597499995
Lu3,0.010679786666667468
O64Si32,-3.2720549849999987
Ag6Ca10,-0.2875208040624999
I2Pb,-0.6708262266666667
Al2Nb6,-0.1631067112500002
F24Pt4,-1.4774909692342857
Lu16S24,-2.3849539384375005
S8Zr36,-0.7319965377840922
Br4Yb2,-2.1100347116666662
As16S12,-0.3929040617410716
La2Ru4,-0.11663755000000008
Ta,0.0
O16Si8,-3.2654902825
C4B4Dy2,-0.4474630181666669
CdCl2,-1.4855319571733334
NpSi3,-0.2438634396874999
Mn4O6,-1.9687685391340009
Ga8I12,-0.4293416684999997
NdP3,-0.28254683848214324
O2Sr2,-3.002421758125
LuPt3,-1.0943524699999996
Ca10Si6,-0.4870735853125003
O64Si32,-3.1837627816666667
As24S24,-0.18437037328124956
F16Te4,-2.487541844952
O16Si8,-2.042854317083333
Hf4Pt12,-1.096658706875
Rb2Te5,-0.528399725812808
La8Ni28,-0.3108025666666663
Hf24P8,-0.7959955530357146
HfPt,-0.9744910974999996
O4Pd2,-0.7402081574999997
O16Si8,-2.5840814008333326
Br8Tb5,-1.50593997974359
RhY,-0.8550205000000002
I2Li2,-1.1994872974999995
Pt4Ta2,-0.7560182750000001
O12Si6,-1.4559554047222223
S28Zn28,-1.1399271052455364
O56Si28,-3.2683128648809516
C4Ca4O12,-2.678635231000001
Ni4Yb2,-0.447222565
Se20U12,-1.1495441144335938
Al8Hf12,-0.3319774819999992
OZn,-1.7903052881249994
Ba2Si12,-0.0826457128571434
Pd6Ti4,-0.6013611956666679
K4Ni2P4,-0.4639634940571433
F16Sn6,-2.7281748858654553
F4Mn2,-2.9873313444466665
N3ORb8,0.21098882407094816
FeSi2,-0.3845228999999992
B2Cs6P4,-0.38812177492884575
Pt12Sr28,-0.63943383075
Pb2Pt2,0.03362198750000012
Rh4Si4,-0.7866004300000009
Ce3Tl,-0.12087786374999965
H12B4O12,-1.930892312682381
S8Zn8,-1.1396020501562498
I6Y2,-1.44025290125
In3Ni2,-0.15174856599999986
Ce2Mg4,0.02388102666666706
Al2O8P2,-3.1350076170238093
Bi4Cl12,-1.37388673432
Sm6Y2,0.022327445624999772
Pr2S4,-0.688926337708334
O42V18,-2.3718781783749994
Bi6La8,-0.9051752757142858
Dy16S24,-2.447070507187501
Cl12Sc7,-2.1442274152168417
O24P6V4,-2.5751808818487394
Ba32Ga28,-0.3656416996666669
ClLi,-2.1072804516300003
Eu2Ga4,-0.54851077
Ce4Sb2,-0.7300170649999996
Ca2Cl4,-2.791336604673333
O44P8Te12,-2.0249920140959823
O6V3,-2.402307549722222
INa,-1.2775966075
P8V24,-0.6621563749107136
Au3Cd,-0.12430582875000028
Mn12Nd,0.05577914865384825
C4V8,-0.4703620120833338
Ir9Te24,-0.2284298739393943
B84O11,-0.6362462442500002
Bi6In10,0.05405139916666668
I16Th4,-1.2399507884999998
Pr8S12,-2.4557858419375003
O12UY6,-3.984967691315788
Ca2Sn2,-0.6480280387500001
C12Tb8,-0.2573020500833337
O48Si24,-3.2770144641666668
ErGa3,-0.51957484875
Ni6P24,-0.16336360671428546
C14Lu8,-0.3234844873863639
F6Np2,-3.74998157058
C120Sr6,0.2663420375396823
MgO,-3.065234325625
O9Tb6,-3.961702706083333
Al6Ir2,-0.6563091887499999
O8Ti4,-3.5188309805555553
Al9Y3,-0.43485070750000016
C14Ho8,-0.2921171992045453
O96Si48,-3.24503463875
NiSi2,-0.34948687999999944
I8Pb4,-0.6715327308333334
Nd2Rh4,-0.6591133724999997
La16O24,-3.8857621327499996
Ni11Zr9,-0.3775208855000001
Cs3N3O6,-1.3747764827717237
Dy10Ru4,-0.3573228885714294
MnSe,-0.3562596192968748
Ni4W,-0.10531770400000083
Al10B2O18,-3.3821488721944446
CdF2,-2.50263942246
Mg2O7P2,-2.9956770520941562
Ta30,0.005362264333335058
Er8S12,-2.459193860937501
ErZn,-0.34584321
Si6Tb4,-0.2983375793333337
Nd2S4,-2.110890485208334
Ca2Ni4,-0.18883743249999974
As6Cu18,0.07944604499999977
Ni12P4,-0.4426827436607139
Te2Zr2,-0.6235147450000005
C2Y,-0.18648281583333434
H4V8,-0.18362461370666716
K2P2Zn2,-0.4550254067142857
Rh4Tb2,-0.7416289377777782
O2Tl4,-0.8233382070833333
O5Ta2,-3.0465761923214285
B32Cl32,-0.8451119613695832
Co4Sb12,-0.18380587937499995
Ir4Zn22,-0.1902011234615385
Ni9Y3,-0.39874209583333337
PtV3,-0.23889441000000036
Ca8Ge4,-0.6166916416666671
B8Rh10,-0.3620000846296294
Ga4I12,-0.498405101875
Co4Y2,-0.17798220499999928
O6Pu4,-3.3178864955
Si6V3,-0.4832224055555561
Mg4O8,-2.019244299999999
Rh2Ti2,-0.7436481683333334
Se12U8,-1.1694518416562505
DyZn5,-0.2779337274999998
Sb6Sr10,-0.9996715093750002
Sn2Zr6,-0.3635642424999999
B2Nb2,-0.7647255758333333
B16Ca8O32,-3.1438689733333334
CSc2,-0.4210431629166666
B4Cr8,-0.38096085472222185
O24Si12,-3.276325382222223
F8Ge4,-2.4086216524599995
Co9Y3,-0.15775163499999914
O8V4,-2.4130175908333342
Si4Ti2,-0.5556322255555557
Cu3Ti2,-0.07490075266666593
Cu16Pd4,-0.07008328450000008
S3Zn3,-1.1377861378645833
Co18V6,0.998746841666667
As8Pt4,-0.5184761108333333
Cu20Sn6,0.007458556923076287
B4Pd12,-0.2566490072916663
H3Zr,-0.3717835864650008
Al8Hf4,-0.4433671449999987
Si6W10,-0.174322789375001
As2Pd10,-0.2677400741666662
Cu24La4,-0.13148491642857102
Hg2Zr2,-0.17201545750000058
Hg4O8,-0.05394997249999989
Nb16O40,-3.053046921607141
Sc2,0.0
C4Re2,0.8131644083333333
O32Si16,-3.27922829125
O8Si4,-2.5867716333333326
P8Ti24,-0.8567030427232138
Cd12I24,-0.5916918313888888
NZn,0.9822609563100002
B28Mg4,-0.13053626083333292
Cd8I16,-0.5910510387500002
Ni6Te4,-0.17210050400000015
AgZn,-0.04871725749999989
O26V14,-2.4852006118125005
O24Sc16,-3.98407076525
O36V16,-2.360583397788461
C4K8O12,-2.1290350022500006
NiTi,-0.34767528833333383
H6Y2,-0.5239335202149995
O6Re2,-2.1501845853125
Fe3Ge,-0.09104218125000063
O3Tb2,-3.9457814300833336
Li96Si56,-0.24306305960526306
Pd,0.0
Mg4Pt4,-0.720344925
Cu11Sb3,0.06144925392857153
O6Sc4,-3.8975423787500008
H4O4V2,-1.6121106509479983
O48S12Y8,-2.7868691151286757
Al4P4,0.05772345892857177
Al3Pt2,-0.9965887100000004
I2Nd,-1.3112038058333333
O14Si6,-2.044118175375
Bi12Y20,-0.7253730662499995
NNi,0.24510127880999996
Li2O,-2.0715149904166665
O80Si40,-3.2747348371666667
F4Hg2,-1.7171231541266667
Ni2Pr2,-0.2874234950000005
Bi16Rb16,-0.3198419964224137
Np8,0.0
O3Sc2,-3.8519731367499994
Lu6U2,0.3966911862500009
O8Si4,-3.2749832708333333
B6Si,0.4532246728571425
Co4Ge4,-0.21032406874999945
Ho2O3,-3.984080310750002
Dy2O3,-3.96469138075
Lu2O3,-4.04568851475
La4O16P4,-3.5184277799404757
Cl32Si12,-1.551357398961818
Be,0.0955094449999998
TiZn3,-0.18848407541666656
CaTe,-1.3417341287499998
B2Co4,-0.24197728555555525
O8Si4,-3.2139687316666667
Mg8O96Rb16Si40,-3.1425208980344825
Tb,0.14334022666666613
Ga8Hf4,-0.4511154166666671
Bi2Mn2,0.4588030349999999
Ga12I24,-0.4738516052777777
O48Si24,-3.2745407600000007
S16Zn16,-1.13997409296875
C8Ca4,0.02606351499999941
O8V4,-2.4455677966666656
I8O16,-0.7094983508333327
O32Si16,-3.2739153654166664
Ga6Hf4,-0.4918966140000002
Au2Ce2,-0.6314309374999993
Dy2,0.008488165000000158
O24Pr16,-3.7503194277499996
Cd24N16,0.40235385729800016
F6Mo2,-2.8637400521424983
O8Ru2,-1.1995576149999991
As8O20,-1.5761547012499986
O32V16,-2.432222255833333
Hf4Mn8,-0.2641202241666664
O16Pb4S4,-2.038116249010416
O26V12,-2.375739116381578
Hf20Sb12,-0.4639516068749998
O16Si8,-2.4980643745833326
CsF,-2.7473032861984485
Bi38O60,-1.5794293205612242
Hg2I4,-0.2937704599999999
C4Ca2,0.015802891666666596
Mn2O4,-1.6489983244866668
H16B20N8,-0.16616170387030332
Dy2Pt4,-1.1082380650000008
CdY,-0.3572321124999997
FK,-2.8468357020950004
B12P2,-0.2910556595918367
Cl18Re6,-1.11659944182
Al16Cr10,-0.05733064384615279
Mn6Sn2,0.17346571750000095
Cl10Sb2,-1.13996552855
La2Pt4,-1.078844116666667
Al8Zr12,-0.4020207494999994
I2Tl2,-0.6579930600000004
S24Tm16,-2.4151194719375004
NTa,-1.3372378411899994
H72B40,-0.14676311720809515
H48B12N12,-0.5498371896155549
Pt6Ta2,-0.7180292862500002
Pt3Zr,-1.0200740374999997
Nd20Si16,-0.6881272686111108
Cd13I26,-0.5921055601282049
O12Re4,-2.153814341562501
Cr6Ru2,0.07113441125000007
Nb36P18,-0.8117455557142871
Pt3Zn,-0.3167218162499994
Ce2Pt4,-1.011871024999999
Ge9Pd25,-0.4533814775000008
Cd6I12,-0.5909379044444442
O3Pu2,-3.3847936634999995
Mn4S8,-0.8789282918750013
Mg2P8,-0.3062692057142861
Cl2V,-1.5402129355066665
Nb2S2,-1.229776637031251
N3Ta3,-1.3646627995233314
N2Ta2,-1.1207830686899989
RuSi,-0.6399721124999997
Cd2Mg6,-0.08177578374999994
Cl12Sb4,-1.3129154930700002
AlPt,-0.9423203549999996
O96Si48,-3.2670926330555554
Dy8S12,-2.4720763669374994
CeSb,-1.0449520074999992
Bi2,0.06081613500000005
O112Si56,-3.271751805833333
Mn6P24,-0.3065227973809527
Pt10Ti6,-0.94862902875
Nb8O16,-2.9128085308333347
DyIn3,-0.3937739625000005
Al3Pd2,-0.7709104040000001
C2O6Zn2,-1.8343989305
Rh9S12,-0.8581297523214284
S26Zn26,-1.1263876839543276
Ho2Zn4,-0.38805795666666665
Si8Sr4,-0.3639934341666666
CoZr,-0.28636290499999983
BO4P,-2.78180854063492
O2Sr2,-3.041541355625
Nd4O16P4,-3.468477266190476
Nb16O32,-2.599385997708336
Ca4F8,-4.1921429649599995
S12Zn12,-0.93147251578125
K6P2,-0.20868925403571392
As2Rb6,-0.22358585650862065
Hf20Si16,-0.8055233144444445
Rh4Si4,-0.8015365500000007
Nb8O10,-2.476230230694444
Ge2P6,0.026572183392857163
Ag4F8,-1.4465389791266663
P6Sn2,-0.006633047857143025
As2Mg3,-0.6049823379999999
H2Er,-0.7900355640799995
SbSm,-1.1758149737499997
Mg16Pd8,-0.5196430829166664
O32Si16,-3.2685995904166667
IrTe2,-0.26010543666666663
In14Pt6,-0.42884295883333295
Ge6Hf10,-0.6789058243749988
Al4Ce,-0.2889399620000006
Sc4Zn8,-0.3386413766666667
Al6Th2,-0.4027282787499997
In6Pd10,-0.5255049781250003
Ti2Zn32,-0.05019301215686265
Ge16Tb20,-0.8572341335185187
Si2Yb,-0.35983107000000025
K5Pb24,-0.09884451620689608
C2Si2,-0.20135981937499992
BiO,-0.8922488431249995
F12Yb4,-3.4370043277675
Ge8I32,-0.2871157114999999
Cd2Pr,-0.3502990066666669
Ge8Ho6,-0.7808415621428567
IrY,-0.8165804550000004
F6V2,-3.2260087596425002
InPd3,-0.43848311083333336
HNi,-0.11068693430999944
Mn2Pt2,-0.3524651724999988
Ba6Li24,0.0003651323333334252
Ir4Tm2,-0.8286848249999998
I8O20,-0.7715323912499993
Be2Cl4,-1.8224810671733331
Bi8O12,-1.6536358622499991
Cd7I14,-0.5910439635714287
O16Si8,-3.2529658241666666
Br6La2,-2.0251806875
CuI4,0.1302783399999999
Te2V2,-0.16211715500000068
Na24O32P8,-2.538475517767857
NNd,-1.5479757549399995
Cd3I6,-0.5903013461111111
Ge6Nd10,-0.4350532446874995
Pd2Sn8,-0.23704506899999986
Sm2Te6,-0.974178559375
NNp,-1.2968241105649998
O6Ta2,-1.8285265246874989
I6Pb3,-0.6656357722222219
Ge4Nd2,-0.6139768608333332
Ho8Sb6,-0.9689563942857146
K8NO3,-0.7892646633441668
Cd2Hg,0.009556819999999949
AlNi3,-0.4295839824999996
O4S8Sm8,-3.0022308123749992
CdCe,-0.11569556749999955
O4Ti12,-1.5758900953125003
Cd2Er,-0.3012222383333333
AgF,-1.194374378095
O26P8Y4,-3.178383654727444
Cd6Dy2,-0.28197499875
Cd2Dy,-0.31636133666666666
Cu4Ho2,-0.28073033333333325
CuHf2,-0.1615548966666663
Nb20O50,-3.038857163607144
F24Mo4,-2.6591556613771425
As2Fe4,-0.07197617166666721
Cu36La9,-0.15623919622222185
CaSn3,-0.3910970056249998
F4Tl4,-1.977573765595
CePt3,-0.9735769175
Cd4I8,-0.5844042275
O48Si24,-3.1495746573611116
ITl,-0.6812770225000002
P8Ta24,-0.6021832117857127
Bi2O3,-1.56236551075
Be24P16,-0.2316897658571428
Ba12Ge16,-0.5680455553571429
Fe2Zr6,-0.12832675250000136
O20Tb11,-3.4747609919892466
CuZr2,-0.13583343666666772
Br18Cr6,-0.8087746204166658
S4Zn4,-1.13891498828125
HoTl3,-0.19539421750000008
Cd17I34,-0.5920286999019609
Er8Sb6,-0.9433639464285709
H4I4O12,-0.9407373224740004
Lu8Te,-0.2762800111111111
CdI2,-0.590410505
Fe8N4,-0.1630605607933333
B12S,0.30494176891826896
P4U4,-0.9588891223214286
Cu4In2,0.09457955722222226
Cr8O21,-1.7087300178017242
C2Ge6,1.3937887803125006
O36Si18,-3.2738982984259266
O24Tb16,-4.001968296333334
CSi,-0.20423212437500027
O6Ti18,-1.5697669586458336
Ba6Si46,-0.08707920115384674
Mg2U2,0.2735342599999999
Cs4I12,-0.8333170796767242
O24Pu16,-3.4522032915
P4U2,-0.7974220414285705
Si4Sr4,-0.4609262512500001
Ni12P5,-0.4772842053361347
O80U32,-3.705193544732142
Al3O12P3,-3.128867532857142
ErSb2,-0.19164782833333285
Si2V6,0.6496523750000005
Sn2V6,-0.06313567999999936
Ba4O16Y8,-3.6713666846428574
C12Yb8,-0.12392340325000005
